Time,Side,Number,X,Y
3448.617,2,4,-378.5513,-286.6909
3448.617,2,10,-259.4321,-186.7412
3448.617,2,14,-244.1733,113.7281
3448.617,2,16,32.79883,-45.26631
3448.617,2,17,-132.1733,94.40967
3448.617,2,15,-421.8213,-71.62012
3448.617,2,19,-403.3613,-20.10986
3448.617,2,22,-330.5215,-2.029785
3448.617,0,-1,-266.0929,-47.79901
3448.634,1,1,-374,-6
3448.634,1,2,-395.7939,-49.16572
3448.634,1,4,-386.2188,16.5
3448.634,1,5,-409.979,-66
3448.634,1,6,-403.2051,-34.23975
3448.634,1,7,-265.8486,-69.04102
3448.634,1,9,-19.5542,-134.6919
3448.634,1,10,-179.3071,165.2744
3448.634,1,8,-368.7666,28.02734
3448.634,1,22,-223.3618,128.4658
3448.634,1,15,-250.6909,-196.1714
3448.634,2,1,278.2,0
3448.634,2,3,-285.876,-46
3448.634,2,5,-6.287109,-119.7659
3448.634,2,4,-377.4722,-285.9106
3448.634,2,10,-257.6226,-185.7119
3448.634,2,14,-241.3345,113.6219
3448.634,2,16,33.79492,-45.00401
3448.634,2,17,-129.3345,94.69189
3448.634,2,15,-420.7256,-71.52051
3448.634,2,19,-402.2324,-20.22607
3448.634,2,22,-329.2598,-2.212402
3448.634,0,-1,-263.6524,-48.62909
3448.651,1,1,-374,-6
3448.651,1,2,-394.3242,-49.08711
3448.651,1,4,-385.125,16.5
3448.651,1,5,-408.834,-66
3448.651,1,6,-402.1797,-34.29102
3448.651,1,7,-264.1055,-68.83594
3448.651,1,9,-18.0332,-134.9824
3448.651,1,10,-176.5215,166.4023
3448.651,1,8,-367.4336,27.89063
3448.651,1,22,-220.3027,128.6367
3448.651,1,15,-248.4863,-196.5645
3448.651,2,1,278.2,0
3448.651,2,3,-283.9961,-46
3448.651,2,5,-4.851563,-120.1863
3448.651,2,4,-376.3613,-285.1074
3448.651,2,10,-255.7598,-184.6523
3448.651,2,14,-238.4121,113.5125
3448.651,2,16,34.82031,-44.73399
3448.651,2,17,-126.4121,94.98242
3448.651,2,15,-419.5977,-71.41797
3448.651,2,19,-401.0703,-20.3457
3448.651,2,22,-327.9609,-2.400391
3448.651,0,-1,-261.1402,-49.48358
3448.668,1,1,-374,-6
3448.668,1,2,-392.8755,-49.00962
3448.668,1,4,-384.0469,16.5
3448.668,1,5,-407.7053,-66
3448.668,1,6,-401.1689,-34.34155
3448.668,1,7,-262.3872,-68.63379
3448.668,1,9,-16.53394,-135.2688
3448.668,1,10,-173.7756,167.5142
3448.668,1,8,-366.1196,27.75586
3448.668,1,22,-217.2874,128.8052
3448.668,1,15,-246.3132,-196.9519
3448.668,2,1,278.2,0
3448.668,2,3,-282.1431,-46
3448.668,2,5,-3.436523,-120.6007
3448.668,2,4,-375.2664,-284.3157
3448.668,2,10,-253.9236,-183.6079
3448.668,2,14,-235.5315,113.4047
3448.668,2,16,35.83105,-44.46782
3448.668,2,17,-123.5315,95.2688
3448.668,2,15,-418.4858,-71.31689
3448.668,2,19,-399.9248,-20.46362
3448.668,2,22,-326.6807,-2.585693
3448.668,0,-1,-258.6639,-50.32587
3448.685,1,1,-374,-6
3448.685,1,2,-391.4058,-48.93101
3448.685,1,4,-382.9531,16.5
3448.685,1,5,-406.5603,-66
3448.685,1,6,-400.1436,-34.39282
3448.685,1,7,-260.644,-68.42871
3448.685,1,9,-15.01294,-135.5593
3448.685,1,10,-170.99,168.6421
3448.685,1,8,-364.7866,27.61914
3448.685,1,22,-214.2283,128.9761
3448.685,1,15,-244.1086,-197.345
3448.685,2,1,278.2,0
3448.685,2,3,-280.2632,-46
3448.685,2,5,-2.000977,-121.0211
3448.685,2,4,-374.1555,-283.5125
3448.685,2,10,-252.0608,-182.5483
3448.685,2,14,-232.6091,113.2953
3448.685,2,16,36.85645,-44.1978
3448.685,2,17,-120.6091,95.55933
3448.685,2,15,-417.3579,-71.21436
3448.685,2,19,-398.7627,-20.58325
3448.685,2,22,-325.3818,-2.773682
3448.685,0,-1,-256.1517,-51.18036
3448.702,1,1,-374,-6
3448.702,1,2,-389.957,-48.85352
3448.702,1,4,-381.875,16.5
3448.702,1,5,-405.4316,-66
3448.702,1,6,-399.1328,-34.44336
3448.702,1,7,-258.9258,-68.22656
3448.702,1,9,-13.51367,-135.8457
3448.702,1,10,-168.2441,169.7539
3448.702,1,8,-363.4727,27.48438
3448.702,1,22,-211.2129,129.1445
3448.702,1,15,-241.9355,-197.7324
3448.702,2,1,278.2,0
3448.702,2,3,-278.4102,-46
3448.702,2,5,-0.5859375,-121.4355
3448.702,2,4,-373.0605,-282.7207
3448.702,2,10,-250.2246,-181.5039
3448.702,2,14,-229.7285,113.1875
3448.702,2,16,37.86719,-43.93164
3448.702,2,17,-117.7285,95.8457
3448.702,2,15,-416.2461,-71.11328
3448.702,2,19,-397.6172,-20.70117
3448.702,2,22,-324.1016,-2.958984
3448.702,0,-1,-253.6754,-52.02264
3448.719,1,1,-374,-6
3448.719,1,2,-388.4873,-48.7749
3448.719,1,4,-380.7813,16.5
3448.719,1,5,-404.2866,-66
3448.719,1,6,-398.1074,-34.49463
3448.719,1,7,-257.1826,-68.02148
3448.719,1,9,-11.99268,-136.1362
3448.719,1,10,-165.4585,170.8818
3448.719,1,8,-362.1396,27.34766
3448.719,1,22,-208.1538,129.3154
3448.719,1,15,-239.731,-198.1255
3448.719,2,1,278.2,0
3448.719,2,3,-276.5303,-46
3448.719,2,5,0.8496094,-121.856
3448.719,2,4,-371.9497,-281.9175
3448.719,2,10,-248.3618,-180.4443
3448.719,2,14,-226.8062,113.0781
3448.719,2,16,38.89258,-43.66162
3448.719,2,17,-114.8062,96.13623
3448.719,2,15,-415.1182,-71.01074
3448.719,2,19,-396.4551,-20.8208
3448.719,2,22,-322.8027,-3.146973
3448.719,0,-1,-251.1632,-52.87714
3448.735,1,1,-374,-6
3448.735,1,2,-387.0596,-48.69854
3448.735,1,4,-379.7188,16.5
3448.735,1,5,-403.1743,-66
3448.735,1,6,-397.1113,-34.54443
3448.735,1,7,-255.4893,-67.82227
3448.735,1,9,-10.51514,-136.4185
3448.735,1,10,-162.7524,171.9775
3448.735,1,8,-360.8447,27.21484
3448.735,1,22,-205.1821,129.4814
3448.735,1,15,-237.5894,-198.5073
3448.735,2,1,278.2,0
3448.735,2,3,-274.7041,-46
3448.735,2,5,2.244141,-122.2644
3448.735,2,4,-370.8706,-281.1372
3448.735,2,10,-246.5522,-179.415
3448.735,2,14,-223.9673,112.9719
3448.735,2,16,39.88867,-43.39931
3448.735,2,17,-111.9673,96.41846
3448.735,2,15,-414.0225,-70.91113
3448.735,2,19,-395.3262,-20.93701
3448.735,2,22,-321.541,-3.32959
3448.735,0,-1,-248.7227,-53.70721
3448.752,1,1,-374,-6
3448.752,1,2,-385.6108,-48.62104
3448.752,1,4,-378.6406,16.5
3448.752,1,5,-402.0457,-66
3448.752,1,6,-396.1006,-34.59497
3448.752,1,7,-253.771,-67.62012
3448.752,1,9,-9.015869,-136.7048
3448.752,1,10,-160.0066,173.0894
3448.752,1,8,-359.5308,27.08008
3448.752,1,22,-202.1667,129.6499
3448.752,1,15,-235.4163,-198.8948
3448.752,2,1,278.2,0
3448.752,2,3,-272.8511,-46
3448.752,2,5,3.65918,-122.6788
3448.752,2,4,-369.7756,-280.3455
3448.752,2,10,-244.7161,-178.3706
3448.752,2,14,-221.0867,112.8641
3448.752,2,16,40.89941,-43.13316
3448.752,2,17,-109.0867,96.70483
3448.752,2,15,-412.9106,-70.81006
3448.752,2,19,-394.1807,-21.05493
3448.752,2,22,-320.2607,-3.514893
3448.752,0,-1,-246.2464,-54.5495
3448.769,1,1,-374,-6
3448.769,1,2,-384.1831,-48.54468
3448.769,1,4,-377.5781,16.5
3448.769,1,5,-400.9333,-66
3448.769,1,6,-395.1045,-34.64478
3448.769,1,7,-252.0776,-67.4209
3448.769,1,9,-7.53833,-136.9871
3448.769,1,10,-157.3005,174.1851
3448.769,1,8,-358.2358,26.94727
3448.769,1,22,-199.1951,129.8159
3448.769,1,15,-233.2747,-199.2766
3448.769,2,1,278.2,0
3448.769,2,3,-271.0249,-46
3448.769,2,5,5.053711,-123.0872
3448.769,2,4,-368.6965,-279.5652
3448.769,2,10,-242.9065,-177.3413
3448.769,2,14,-218.2478,112.7578
3448.769,2,16,41.89551,-42.87085
3448.769,2,17,-106.2478,96.98706
3448.769,2,15,-411.8149,-70.71045
3448.769,2,19,-393.0518,-21.17114
3448.769,2,22,-318.999,-3.69751
3448.769,0,-1,-243.806,-55.37958
3448.786,1,1,-374,-6
3448.786,1,2,-382.7344,-48.46719
3448.786,1,4,-376.5,16.5
3448.786,1,5,-399.8047,-66
3448.786,1,6,-394.0938,-34.69531
3448.786,1,7,-250.3594,-67.21875
3448.786,1,9,-6.039063,-137.2734
3448.786,1,10,-154.5547,175.2969
3448.786,1,8,-356.9219,26.8125
3448.786,1,22,-196.1797,129.9844
3448.786,1,15,-231.1016,-199.6641
3448.786,2,1,278.2,0
3448.786,2,3,-269.1719,-46
3448.786,2,5,6.46875,-123.5016
3448.786,2,4,-367.6016,-278.7734
3448.786,2,10,-241.0703,-176.2969
3448.786,2,14,-215.3672,112.65
3448.786,2,16,42.90625,-42.60469
3448.786,2,17,-103.3672,97.27344
3448.786,2,15,-410.7031,-70.60938
3448.786,2,19,-391.9063,-21.28906
3448.786,2,22,-317.7188,-3.882813
3448.786,0,-1,-241.3297,-56.22186
3448.803,1,1,-374,-6
3448.803,1,2,-381.2646,-48.38857
3448.803,1,4,-375.4063,16.5
3448.803,1,5,-398.6597,-66
3448.803,1,6,-393.0684,-34.74658
3448.803,1,7,-248.6162,-67.01367
3448.803,1,9,-4.518066,-137.564
3448.803,1,10,-151.769,176.4248
3448.803,1,8,-355.5889,26.67578
3448.803,1,22,-193.1206,130.1553
3448.803,1,15,-228.897,-200.0571
3448.803,2,1,278.2,0
3448.803,2,3,-267.292,-46
3448.803,2,5,7.904297,-123.922
3448.803,2,4,-366.4907,-277.9702
3448.803,2,10,-239.2075,-175.2373
3448.803,2,14,-212.4448,112.5406
3448.803,2,16,43.93164,-42.33467
3448.803,2,17,-100.4448,97.56396
3448.803,2,15,-409.5752,-70.50684
3448.803,2,19,-390.7441,-21.40869
3448.803,2,22,-316.4199,-4.070801
3448.803,0,-1,-238.8175,-57.07635
3448.82,1,1,-374,-6
3448.82,1,2,-379.8159,-48.31108
3448.82,1,4,-374.3281,16.5
3448.82,1,5,-397.531,-66
3448.82,1,6,-392.0576,-34.79712
3448.82,1,7,-246.8979,-66.81152
3448.82,1,9,-3.018799,-137.8503
3448.82,1,10,-149.0232,177.5366
3448.82,1,8,-354.2749,26.54102
3448.82,1,22,-190.1052,130.3237
3448.82,1,15,-226.7239,-200.4446
3448.82,2,1,278.2,0
3448.82,2,3,-265.439,-46
3448.82,2,5,9.319336,-124.3364
3448.82,2,4,-365.3958,-277.1785
3448.82,2,10,-237.3713,-174.1929
3448.82,2,14,-209.5642,112.4328
3448.82,2,16,44.94238,-42.0685
3448.82,2,17,-97.56421,97.85034
3448.82,2,15,-408.4634,-70.40576
3448.82,2,19,-389.5986,-21.52661
3448.82,2,22,-315.1396,-4.256104
3448.82,0,-1,-236.3412,-57.91864
3448.836,1,1,-374,-6
3448.836,1,2,-378.3672,-48.23359
3448.836,1,4,-373.25,16.5
3448.836,1,5,-396.4023,-66
3448.836,1,6,-391.0469,-34.84766
3448.836,1,7,-245.1797,-66.60938
3448.836,1,9,-1.519531,-138.1367
3448.836,1,10,-146.2773,178.6484
3448.836,1,8,-352.9609,26.40625
3448.836,1,22,-187.0898,130.4922
3448.836,1,15,-224.5508,-200.832
3448.836,2,1,278.2,0
3448.836,2,3,-263.5859,-46
3448.836,2,5,10.73438,-124.7508
3448.836,2,4,-364.3008,-276.3867
3448.836,2,10,-235.5352,-173.1484
3448.836,2,14,-206.6836,112.325
3448.836,2,16,45.95313,-41.80235
3448.836,2,17,-94.68359,98.13672
3448.836,2,15,-407.3516,-70.30469
3448.836,2,19,-388.4531,-21.64453
3448.836,2,22,-313.8594,-4.441406
3448.836,0,-1,-233.8648,-58.76093
3448.853,1,1,-374,-6
3448.853,1,2,-376.9395,-48.15723
3448.853,1,4,-372.1875,16.5
3448.853,1,5,-395.29,-66
3448.853,1,6,-390.0508,-34.89746
3448.853,1,7,-243.4863,-66.41016
3448.853,1,9,-0.04199219,-138.4189
3448.853,1,10,-143.5713,179.7441
3448.853,1,8,-351.666,26.27344
3448.853,1,22,-184.1182,130.6582
3448.853,1,15,-222.4092,-201.2139
3448.853,2,1,278.2,0
3448.853,2,3,-261.7598,-46
3448.853,2,5,12.12891,-125.1592
3448.853,2,4,-363.2217,-275.6064
3448.853,2,10,-233.7256,-172.1191
3448.853,2,14,-203.8447,112.2188
3448.853,2,16,46.94922,-41.54004
3448.853,2,17,-91.84473,98.41895
3448.853,2,15,-406.2559,-70.20508
3448.853,2,19,-387.3242,-21.76074
3448.853,2,22,-312.5977,-4.624023
3448.853,0,-1,-231.4244,-59.591
3448.87,1,1,-374,-6
3448.87,1,2,-375.5117,-48.08086
3448.87,1,4,-371.125,16.5
3448.87,1,5,-394.1777,-66
3448.87,1,6,-389.0547,-34.94727
3448.87,1,7,-241.793,-66.21094
3448.87,1,9,1.435547,-138.7012
3448.87,1,10,-140.8652,180.8398
3448.87,1,8,-350.3711,26.14063
3448.87,1,22,-181.1465,130.8242
3448.87,1,15,-220.2676,-201.5957
3448.87,2,1,278.2,0
3448.87,2,3,-259.9336,-46
3448.87,2,5,13.52344,-125.5676
3448.87,2,4,-362.1426,-274.8262
3448.87,2,10,-231.916,-171.0898
3448.87,2,14,-201.0059,112.1125
3448.87,2,16,47.94531,-41.27773
3448.87,2,17,-89.00586,98.70117
3448.87,2,15,-405.1602,-70.10547
3448.87,2,19,-386.1953,-21.87695
3448.87,2,22,-311.3359,-4.806641
3448.87,0,-1,-228.984,-60.42108
3448.887,1,1,-374,-6
3448.887,1,2,-374.042,-48.00225
3448.887,1,4,-370.0313,16.5
3448.887,1,5,-393.0327,-66
3448.887,1,6,-388.0293,-34.99854
3448.887,1,7,-240.0498,-66.00586
3448.887,1,9,2.956543,-138.9917
3448.887,1,10,-138.0796,181.9678
3448.887,1,8,-349.0381,26.00391
3448.887,1,22,-178.0874,130.9951
3448.887,1,15,-218.063,-201.9888
3448.887,2,1,278.2,0
3448.887,2,3,-258.0537,-46
3448.887,2,5,14.95898,-125.988
3448.887,2,4,-361.0317,-274.0229
3448.887,2,10,-230.0532,-170.0303
3448.887,2,14,-198.0835,112.0031
3448.887,2,16,48.9707,-41.00771
3448.887,2,17,-86.0835,98.9917
3448.887,2,15,-404.0322,-70.00293
3448.887,2,19,-385.0332,-21.99658
3448.887,2,22,-310.0371,-4.994629
3448.887,0,-1,-226.4718,-61.27557
3448.904,1,1,-373.7056,-5.836426
3448.904,1,2,-373.1167,-47.47656
3448.904,1,4,-368.9858,16.63904
3448.904,1,5,-391.9204,-66.1145
3448.904,1,6,-387.1003,-35.06543
3448.904,1,7,-237.3828,-65.41113
3448.904,1,9,3,-139
3448.904,1,10,-136.0862,182.7361
3448.904,1,8,-347.2334,25.62378
3448.904,1,22,-175.9553,131
3448.904,1,15,-215.1047,-202
3448.904,2,1,280.405,0
3448.904,2,3,-255.301,-46
3448.904,2,5,15,-126
3448.904,2,4,-359.9858,-273.6074
3448.904,2,10,-227.1047,-168.9204
3448.904,2,14,-196.3806,111.5093
3448.904,2,16,49,-41
3448.904,2,17,-84.2334,100.0142
3448.904,2,15,-403.6238,-69.72192
3448.904,2,19,-383.9858,-22.13086
3448.904,2,22,-307.2847,-5
3448.904,0,-1,-223.9137,-60.76019
3448.92,1,1,-373.4023,-5.667969
3448.92,1,2,-372.207,-46.9375
3448.92,1,4,-367.9414,16.78223
3448.92,1,5,-390.8086,-66.23242
3448.92,1,6,-386.1738,-35.13281
3448.92,1,7,-234.6875,-64.80469
3448.92,1,9,3,-139
3448.92,1,10,-134.1152,183.4941
3448.92,1,8,-345.4141,25.23633
3448.92,1,22,-173.8496,131
3448.92,1,15,-212.123,-202
3448.92,2,1,282.6758,0
3448.92,2,3,-252.5215,-46
3448.92,2,5,15,-126
3448.92,2,4,-358.9414,-273.2031
3448.92,2,10,-224.123,-167.8086
3448.92,2,14,-194.7129,111.0039
3448.92,2,16,49,-41
3448.92,2,17,-82.41406,101.0586
3448.92,2,15,-403.2363,-69.43555
3448.92,2,19,-382.9414,-22.26563
3448.92,2,22,-304.4883,-5
3448.92,0,-1,-221.3531,-60.20428
3448.938,1,1,-373.0903,-5.494629
3448.938,1,2,-371.271,-46.38281
3448.938,1,4,-366.8667,16.92957
3448.938,1,5,-389.6646,-66.35376
3448.938,1,6,-385.2205,-35.20215
3448.938,1,7,-231.9141,-64.18066
3448.938,1,9,3,-139
3448.938,1,10,-132.0872,184.2742
3448.938,1,8,-343.542,24.83765
3448.938,1,22,-171.6829,131
3448.938,1,15,-209.0549,-202
3448.938,2,1,285.0124,0
3448.938,2,3,-249.6614,-46
3448.938,2,5,15,-126
3448.938,2,4,-357.8667,-272.7871
3448.938,2,10,-221.0549,-166.6646
3448.938,2,14,-192.9968,110.4839
3448.938,2,16,49,-41
3448.938,2,17,-80.54199,102.1333
3448.938,2,15,-402.8376,-69.14087
3448.938,2,19,-381.8667,-22.4043
3448.938,2,22,-301.6108,-5
3448.938,0,-1,-218.7184,-59.63226
3448.955,1,1,-372.7871,-5.326172
3448.955,1,2,-370.3613,-45.84375
3448.955,1,4,-365.8223,17.07275
3448.955,1,5,-388.5527,-66.47168
3448.955,1,6,-384.2939,-35.26953
3448.955,1,7,-229.2188,-63.57422
3448.955,1,9,3,-139
3448.955,1,10,-130.1162,185.0322
3448.955,1,8,-341.7227,24.4502
3448.955,1,22,-169.5771,131
3448.955,1,15,-206.0732,-202
3448.955,2,1,287.2832,0
3448.955,2,3,-246.8818,-46
3448.955,2,5,15,-126
3448.955,2,4,-356.8223,-272.3828
3448.955,2,10,-218.0732,-165.5527
3448.955,2,14,-191.3291,109.9785
3448.955,2,16,49,-41
3448.955,2,17,-78.72266,103.1777
3448.955,2,15,-402.4502,-68.85449
3448.955,2,19,-380.8223,-22.53906
3448.955,2,22,-298.8145,-5
3448.955,0,-1,-216.1578,-59.07635
3448.972,1,1,-372.4795,-5.155273
3448.972,1,2,-369.4385,-45.29688
3448.972,1,4,-364.7627,17.21802
3448.972,1,5,-387.4248,-66.59131
3448.972,1,6,-383.354,-35.33789
3448.972,1,7,-226.4844,-62.95898
3448.972,1,9,3,-139
3448.972,1,10,-128.1167,185.8013
3448.972,1,8,-339.877,24.05713
3448.972,1,22,-167.4409,131
3448.972,1,15,-203.0483,-202
3448.972,2,1,289.5869,0
3448.972,2,3,-244.062,-46
3448.972,2,5,15,-126
3448.972,2,4,-355.7627,-271.9727
3448.972,2,10,-215.0483,-164.4248
3448.972,2,14,-189.6372,109.4658
3448.972,2,16,49,-41
3448.972,2,17,-76.87695,104.2373
3448.972,2,15,-402.0571,-68.56396
3448.972,2,19,-379.7627,-22.67578
3448.972,2,22,-295.9775,-5
3448.972,0,-1,-213.5602,-58.51239
3448.989,1,1,-372.1763,-4.986816
3448.989,1,2,-368.5288,-44.75781
3448.989,1,4,-363.7183,17.36121
3448.989,1,5,-386.313,-66.70923
3448.989,1,6,-382.4275,-35.40527
3448.989,1,7,-223.7891,-62.35254
3448.989,1,9,3,-139
3448.989,1,10,-126.1458,186.5593
3448.989,1,8,-338.0576,23.66968
3448.989,1,22,-165.3352,131
3448.989,1,15,-200.0667,-202
3448.989,2,1,291.8577,0
3448.989,2,3,-241.2825,-46
3448.989,2,5,15,-126
3448.989,2,4,-354.7183,-271.5684
3448.989,2,10,-212.0667,-163.313
3448.989,2,14,-187.9695,108.9604
3448.989,2,16,49,-41
3448.989,2,17,-75.05762,105.2817
3448.989,2,15,-401.6697,-68.27759
3448.989,2,19,-378.7183,-22.81055
3448.989,2,22,-293.1812,-5
3448.989,0,-1,-210.9996,-57.95648
3449.006,1,1,-371.8687,-4.815918
3449.006,1,2,-367.606,-44.21094
3449.006,1,4,-362.6587,17.50647
3449.006,1,5,-385.1851,-66.82886
3449.006,1,6,-381.4875,-35.47363
3449.006,1,7,-221.0547,-61.7373
3449.006,1,9,3,-139
3449.006,1,10,-124.1462,187.3284
3449.006,1,8,-336.2119,23.27661
3449.006,1,22,-163.199,131
3449.006,1,15,-197.0417,-202
3449.006,2,1,294.1614,0
3449.006,2,3,-238.4626,-46
3449.006,2,5,15,-126
3449.006,2,4,-353.6587,-271.1582
3449.006,2,10,-209.0417,-162.1851
3449.006,2,14,-186.2776,108.4478
3449.006,2,16,49,-41
3449.006,2,17,-73.21191,106.3413
3449.006,2,15,-401.2766,-67.98706
3449.006,2,19,-377.6587,-22.94727
3449.006,2,22,-290.3442,-5
3449.006,0,-1,-208.4019,-57.39252
3449.022,1,1,-371.5654,-4.647461
3449.022,1,2,-366.6963,-43.67188
3449.022,1,4,-361.6143,17.64966
3449.022,1,5,-384.0732,-66.94678
3449.022,1,6,-380.561,-35.54102
3449.022,1,7,-218.3594,-61.13086
3449.022,1,9,3,-139
3449.022,1,10,-122.1753,188.0864
3449.022,1,8,-334.3926,22.88916
3449.022,1,22,-161.0933,131
3449.022,1,15,-194.0601,-202
3449.022,2,1,296.4323,0
3449.022,2,3,-235.6831,-46
3449.022,2,5,15,-126
3449.022,2,4,-352.6143,-270.7539
3449.022,2,10,-206.0601,-161.0732
3449.022,2,14,-184.6099,107.9424
3449.022,2,16,49,-41
3449.022,2,17,-71.39258,107.3857
3449.022,2,15,-400.8892,-67.70068
3449.022,2,19,-376.6143,-23.08203
3449.022,2,22,-287.5479,-5
3449.022,0,-1,-205.8414,-56.83661
3449.039,1,1,-371.2666,-4.481445
3449.039,1,2,-365.7998,-43.14063
3449.039,1,4,-360.585,17.79077
3449.039,1,5,-382.9775,-67.06299
3449.039,1,6,-379.6479,-35.60742
3449.039,1,7,-215.7031,-60.5332
3449.039,1,9,3,-139
3449.039,1,10,-120.2329,188.8335
3449.039,1,8,-332.5996,22.50732
3449.039,1,22,-159.0181,131
3449.039,1,15,-191.1216,-202
3449.039,2,1,298.6701,0
3449.039,2,3,-232.9438,-46
3449.039,2,5,15,-126
3449.039,2,4,-351.585,-270.3555
3449.039,2,10,-203.1216,-159.9775
3449.039,2,14,-182.9663,107.4443
3449.039,2,16,49,-41
3449.039,2,17,-69.59961,108.415
3449.039,2,15,-400.5073,-67.41846
3449.039,2,19,-375.585,-23.21484
3449.039,2,22,-284.792,-5
3449.039,0,-1,-203.318,-56.28876
3449.056,1,1,-370.9634,-4.312988
3449.056,1,2,-364.8901,-42.60156
3449.056,1,4,-359.5405,17.93396
3449.056,1,5,-381.8657,-67.18091
3449.056,1,6,-378.7214,-35.6748
3449.056,1,7,-213.0078,-59.92676
3449.056,1,9,3,-139
3449.056,1,10,-118.262,189.5916
3449.056,1,8,-330.7803,22.11987
3449.056,1,22,-156.9124,131
3449.056,1,15,-188.1399,-202
3449.056,2,1,300.9409,0
3449.056,2,3,-230.1643,-46
3449.056,2,5,15,-126
3449.056,2,4,-350.5405,-269.9512
3449.056,2,10,-200.1399,-158.8657
3449.056,2,14,-181.2986,106.939
3449.056,2,16,49,-41
3449.056,2,17,-67.78027,109.4595
3449.056,2,15,-400.1199,-67.13208
3449.056,2,19,-374.5405,-23.34961
3449.056,2,22,-281.9956,-5
3449.056,0,-1,-200.7574,-55.73285
3449.073,1,1,-370.6602,-4.144531
3449.073,1,2,-363.9805,-42.0625
3449.073,1,4,-358.4961,18.07715
3449.073,1,5,-380.7539,-67.29883
3449.073,1,6,-377.7949,-35.74219
3449.073,1,7,-210.3125,-59.32031
3449.073,1,9,3,-139
3449.073,1,10,-116.291,190.3496
3449.073,1,8,-328.9609,21.73242
3449.073,1,22,-154.8066,131
3449.073,1,15,-185.1582,-202
3449.073,2,1,303.2117,0
3449.073,2,3,-227.3848,-46
3449.073,2,5,15,-126
3449.073,2,4,-349.4961,-269.5469
3449.073,2,10,-197.1582,-157.7539
3449.073,2,14,-179.6309,106.4336
3449.073,2,16,49,-41
3449.073,2,17,-65.96094,110.5039
3449.073,2,15,-399.7324,-66.8457
3449.073,2,19,-373.4961,-23.48438
3449.073,2,22,-279.1992,-5
3449.073,0,-1,-198.1969,-55.17694
3449.09,1,1,-370.3569,-3.976074
3449.09,1,2,-363.0708,-41.52344
3449.09,1,4,-357.4517,18.22034
3449.09,1,5,-379.6421,-67.41675
3449.09,1,6,-376.8684,-35.80957
3449.09,1,7,-207.6172,-58.71387
3449.09,1,9,3,-139
3449.09,1,10,-114.3201,191.1077
3449.09,1,8,-327.1416,21.34497
3449.09,1,22,-152.7009,131
3449.09,1,15,-182.1765,-202
3449.09,2,1,305.4825,0
3449.09,2,3,-224.6052,-46
3449.09,2,5,15,-126
3449.09,2,4,-348.4517,-269.1426
3449.09,2,10,-194.1765,-156.6421
3449.09,2,14,-177.9631,105.9282
3449.09,2,16,49,-41
3449.09,2,17,-64.1416,111.5483
3449.09,2,15,-399.345,-66.55933
3449.09,2,19,-372.4517,-23.61914
3449.09,2,22,-276.4028,-5
3449.09,0,-1,-195.6363,-54.62103
3449.107,1,1,-370.0493,-3.805176
3449.107,1,2,-362.1479,-40.97656
3449.107,1,4,-356.3921,18.3656
3449.107,1,5,-378.5142,-67.53638
3449.107,1,6,-375.9285,-35.87793
3449.107,1,7,-204.8828,-58.09863
3449.107,1,9,3,-139
3449.107,1,10,-112.3206,191.8767
3449.107,1,8,-325.2959,20.9519
3449.107,1,22,-150.5647,131
3449.107,1,15,-179.1516,-202
3449.107,2,1,307.7863,0
3449.107,2,3,-221.7854,-46
3449.107,2,5,15,-126
3449.107,2,4,-347.3921,-268.7324
3449.107,2,10,-191.1516,-155.5142
3449.107,2,14,-176.2712,105.4155
3449.107,2,16,49,-41
3449.107,2,17,-62.2959,112.6079
3449.107,2,15,-398.9519,-66.2688
3449.107,2,19,-371.3921,-23.75586
3449.107,2,22,-273.5659,-5
3449.107,0,-1,-193.0387,-54.05707
3449.124,1,1,-369.7417,-3.634277
3449.124,1,2,-361.2251,-40.42969
3449.124,1,4,-355.3325,18.51086
3449.124,1,5,-377.3862,-67.65601
3449.124,1,6,-374.9885,-35.94629
3449.124,1,7,-202.1484,-57.4834
3449.124,1,9,3,-139
3449.124,1,10,-110.321,192.6458
3449.124,1,8,-323.4502,20.55884
3449.124,1,22,-148.4285,131
3449.124,1,15,-176.1267,-202
3449.124,2,1,310.09,0
3449.124,2,3,-218.9656,-46
3449.124,2,5,15,-126
3449.124,2,4,-346.3325,-268.3223
3449.124,2,10,-188.1267,-154.3862
3449.124,2,14,-174.5793,104.9028
3449.124,2,16,49,-41
3449.124,2,17,-60.4502,113.6675
3449.124,2,15,-398.5588,-65.97827
3449.124,2,19,-370.3325,-23.89258
3449.124,2,22,-270.729,-5
3449.124,0,-1,-190.441,-53.4931
3449.141,1,1,-369.4385,-3.46582
3449.141,1,2,-360.3154,-39.89063
3449.141,1,4,-354.2881,18.65405
3449.141,1,5,-376.2744,-67.77393
3449.141,1,6,-374.062,-36.01367
3449.141,1,7,-199.4531,-56.87695
3449.141,1,9,3,-139
3449.141,1,10,-108.3501,193.4038
3449.141,1,8,-321.6309,20.17139
3449.141,1,22,-146.3228,131
3449.141,1,15,-173.145,-202
3449.141,2,1,312.3607,0
3449.141,2,3,-216.186,-46
3449.141,2,5,15,-126
3449.141,2,4,-345.2881,-267.918
3449.141,2,10,-185.145,-153.2744
3449.141,2,14,-172.9116,104.3975
3449.141,2,16,49,-41
3449.141,2,17,-58.63086,114.7119
3449.141,2,15,-398.1714,-65.69189
