Time,Side,Number,X,Y
3443.024,1,1,-501,5
3443.024,1,2,-385,46
3443.024,1,4,-417.9106,68.95288
3443.024,1,5,-501,13
3443.024,1,6,-482,-13
3443.024,1,7,-505,-166.814
3443.024,1,9,-86,-122
3443.024,1,10,-266.7295,-20.27295
3443.024,1,8,-481,-25
3443.024,1,22,-354,-25
3443.024,1,15,-436,-194
3443.024,2,1,156,0
3443.024,2,3,-378.4565,43.17871
3443.024,2,5,-106,-132
3443.024,2,4,-494,-364
3443.024,2,10,-436,-281
3443.024,2,14,-339,-12
3443.024,2,16,-47,-86
3443.024,2,17,-227.1836,-44.67993
3443.024,2,15,-493,17
3443.024,2,19,-482,-17
3443.024,2,22,-392.3647,107.0869
3443.024,0,-1,-521.7,-319.3
3443.075,1,1,-501,5
3443.075,1,2,-385,46
3443.075,1,4,-418.6353,68.17651
3443.075,1,5,-501,13
3443.075,1,6,-482,-13
3443.075,1,7,-505,-164.8472
3443.075,1,9,-86,-122
3443.075,1,10,-267.7646,-20.37646
3443.075,1,8,-481,-25
3443.075,1,22,-354,-25
3443.075,1,15,-436,-194
3443.075,2,1,156,0
3443.075,2,3,-379.3882,41.72949
3443.075,2,5,-106,-132
3443.075,2,4,-494,-364
3443.075,2,10,-436,-281
3443.075,2,14,-339,-12
3443.075,2,16,-47,-86
3443.075,2,17,-228.0117,-43.80005
3443.075,2,15,-493,17
3443.075,2,19,-482,-17
3443.075,2,22,-392.8823,105.2236
3443.075,0,-1,-521.7,-319.3
3443.103,1,1,-501,5
3443.103,1,2,-385,46
3443.103,1,4,-419.0146,67.77002
3443.103,1,5,-501,13
3443.103,1,6,-482,-13
3443.103,1,7,-505,-163.8174
3443.103,1,9,-86,-122
3443.103,1,10,-268.3066,-20.43066
3443.103,1,8,-481,-25
3443.103,1,22,-354,-25
3443.103,1,15,-436,-194
3443.103,2,1,156,0
3443.103,2,3,-379.876,40.9707
3443.103,2,5,-106,-132
3443.103,2,4,-494,-364
3443.103,2,10,-436,-281
3443.103,2,14,-339,-12
3443.103,2,16,-47,-86
3443.103,2,17,-228.4453,-43.33936
3443.103,2,15,-493,17
3443.103,2,19,-482,-17
3443.103,2,22,-393.1533,104.248
3443.103,0,-1,-521.7,-319.3
3443.12,1,1,-501,5
3443.12,1,2,-385,46
3443.12,1,4,-419.2539,67.51367
3443.12,1,5,-501,13
3443.12,1,6,-482,-13
3443.12,1,7,-505,-163.168
3443.12,1,9,-86,-122
3443.12,1,10,-268.6484,-20.46484
3443.12,1,8,-481,-25
3443.12,1,22,-354,-25
3443.12,1,15,-436,-194
3443.12,2,1,156,0
3443.12,2,3,-380.1836,40.49219
3443.12,2,5,-106,-132
3443.12,2,4,-494,-364
3443.12,2,10,-436,-281
3443.12,2,14,-339,-12
3443.12,2,16,-47,-86
3443.12,2,17,-228.7188,-43.04883
3443.12,2,15,-493,17
3443.12,2,19,-482,-17
3443.12,2,22,-393.3242,103.6328
3443.12,0,-1,-521.7,-319.3
3443.136,1,1,-501,5
3443.136,1,2,-385,46
3443.136,1,4,-419.4897,67.26099
3443.136,1,5,-501,13
3443.136,1,6,-482,-13
3443.136,1,7,-505,-162.5278
3443.136,1,9,-86,-122
3443.136,1,10,-268.9854,-20.49854
3443.136,1,8,-481,-25
3443.136,1,22,-354,-25
3443.136,1,15,-436,-194
3443.136,2,1,156,0
3443.136,2,3,-380.4868,40.02051
3443.136,2,5,-106,-132
3443.136,2,4,-494,-364
3443.136,2,10,-436,-281
3443.136,2,14,-339,-12
3443.136,2,16,-47,-86
3443.136,2,17,-228.9883,-42.76245
3443.136,2,15,-493,17
3443.136,2,19,-482,-17
3443.136,2,22,-393.4927,103.0264
3443.136,0,-1,-521.7,-319.3
3443.154,1,1,-501,5
3443.154,1,2,-385,46
3443.154,1,4,-419.729,67.00464
3443.154,1,5,-501,13
3443.154,1,6,-482,-13
3443.154,1,7,-505,-161.8784
3443.154,1,9,-86,-122
3443.154,1,10,-269.3271,-20.53271
3443.154,1,8,-481,-25
3443.154,1,22,-354,-25
3443.154,1,15,-436,-194
3443.154,2,1,156,0
3443.154,2,3,-380.7944,39.54199
3443.154,2,5,-106,-132
3443.154,2,4,-494,-364
3443.154,2,10,-436,-281
3443.154,2,14,-339,-12
3443.154,2,16,-47,-86
3443.154,2,17,-229.2617,-42.47192
3443.154,2,15,-493,17
3443.154,2,19,-482,-17
3443.154,2,22,-393.6636,102.4111
3443.154,0,-1,-521.7,-319.3
3443.17,1,1,-501,5
3443.17,1,2,-385,46
3443.17,1,4,-419.9648,66.75195
3443.17,1,5,-501,13
3443.17,1,6,-482,-13
3443.17,1,7,-505,-161.2383
3443.17,1,9,-86,-122
3443.17,1,10,-269.6641,-20.56641
3443.17,1,8,-481,-25
3443.17,1,22,-354,-25
3443.17,1,15,-436,-194
3443.17,2,1,156,0
3443.17,2,3,-381.0977,39.07031
3443.17,2,5,-106,-132
3443.17,2,4,-494,-364
3443.17,2,10,-436,-281
3443.17,2,14,-339,-12
3443.17,2,16,-47,-86
3443.17,2,17,-229.5313,-42.18555
3443.17,2,15,-493,17
3443.17,2,19,-482,-17
3443.17,2,22,-393.832,101.8047
3443.17,0,-1,-521.7,-319.3
3443.187,1,1,-501,5
3443.187,1,2,-385,46
3443.187,1,4,-420.2007,66.49927
3443.187,1,5,-501,13
3443.187,1,6,-482,-13
3443.187,1,7,-505,-160.5981
3443.187,1,9,-86,-122
3443.187,1,10,-270.001,-20.6001
3443.187,1,8,-481,-25
3443.187,1,22,-354,-25
3443.187,1,15,-436,-194
3443.187,2,1,156,0
3443.187,2,3,-381.4009,38.59863
3443.187,2,5,-106,-132
3443.187,2,4,-494,-364
3443.187,2,10,-436,-281
3443.187,2,14,-339,-12
3443.187,2,16,-47,-86
3443.187,2,17,-229.8008,-41.89917
3443.187,2,15,-493,17
3443.187,2,19,-482,-17
3443.187,2,22,-394.0005,101.1982
3443.187,0,-1,-521.7,-319.3
3443.204,1,1,-501,5
3443.204,1,2,-385,46
3443.204,1,4,-420.4331,66.25024
3443.204,1,5,-501,13
3443.204,1,6,-482,-13
3443.204,1,7,-505,-159.9673
3443.204,1,9,-86,-122
3443.204,1,10,-270.333,-20.6333
3443.204,1,8,-481,-25
3443.204,1,22,-354,-25
3443.204,1,15,-436,-194
3443.204,2,1,156,0
3443.204,2,3,-381.6997,38.13379
3443.204,2,5,-106,-132
3443.204,2,4,-494,-364
3443.204,2,10,-436,-281
3443.204,2,14,-339,-12
3443.204,2,16,-47,-86
3443.204,2,17,-230.0664,-41.61694
3443.204,2,15,-493,17
3443.204,2,19,-482,-17
3443.204,2,22,-394.1665,100.6006
3443.204,0,-1,-521.7,-319.3
3443.22,1,1,-501,5
3443.22,1,2,-385,46
3443.22,1,4,-420.6655,66.00122
3443.22,1,5,-501,13
3443.22,1,6,-482,-13
3443.22,1,7,-505,-159.3364
3443.22,1,9,-86,-122
3443.22,1,10,-270.665,-20.6665
3443.22,1,8,-481,-25
3443.22,1,22,-354,-25
3443.22,1,15,-436,-194
3443.22,2,1,156,0
3443.22,2,3,-381.9985,37.66895
3443.22,2,5,-106,-132
3443.22,2,4,-494,-364
3443.22,2,10,-436,-281
3443.22,2,14,-339,-12
3443.22,2,16,-47,-86
3443.22,2,17,-230.332,-41.33472
3443.22,2,15,-493,17
3443.22,2,19,-482,-17
3443.22,2,22,-394.3325,100.0029
3443.22,0,-1,-521.7,-319.3
3443.238,1,1,-501,5
3443.238,1,2,-385,46
3443.238,1,4,-420.9048,65.74487
3443.238,1,5,-501,13
3443.238,1,6,-482,-13
3443.238,1,7,-505,-158.687
3443.238,1,9,-86,-122
3443.238,1,10,-271.0068,-20.70068
3443.238,1,8,-481,-25
3443.238,1,22,-354,-25
3443.238,1,15,-436,-194
3443.238,2,1,156,0
3443.238,2,3,-382.3062,37.19043
3443.238,2,5,-106,-132
3443.238,2,4,-494,-364
3443.238,2,10,-436,-281
3443.238,2,14,-339,-12
3443.238,2,16,-47,-86
3443.238,2,17,-230.6055,-41.04419
3443.238,2,15,-493,17
3443.238,2,19,-482,-17
3443.238,2,22,-394.5034,99.3877
3443.238,0,-1,-521.7,-319.3
3443.254,1,1,-501,5
3443.254,1,2,-385,46
3443.254,1,4,-421.1406,65.49219
3443.254,1,5,-501,13
3443.254,1,6,-482,-13
3443.254,1,7,-505,-158.0469
3443.254,1,9,-86,-122
3443.254,1,10,-271.3438,-20.73438
3443.254,1,8,-481,-25
3443.254,1,22,-354,-25
3443.254,1,15,-436,-194
3443.254,2,1,156,0
3443.254,2,3,-382.6094,36.71875
3443.254,2,5,-106,-132
3443.254,2,4,-494,-364
3443.254,2,10,-436,-281
3443.254,2,14,-339,-12
3443.254,2,16,-47,-86
3443.254,2,17,-230.875,-40.75781
3443.254,2,15,-493,17
3443.254,2,19,-482,-17
3443.254,2,22,-394.6719,98.78125
3443.254,0,-1,-521.7,-319.3
3443.271,1,1,-501,5
3443.271,1,2,-385,46
3443.271,1,4,-421.3799,65.23584
3443.271,1,5,-501,13
3443.271,1,6,-482,-13
3443.271,1,7,-505,-157.3975
3443.271,1,9,-86,-122
3443.271,1,10,-271.6855,-20.76855
3443.271,1,8,-481,-25
3443.271,1,22,-354,-25
3443.271,1,15,-436,-194
3443.271,2,1,156,0
3443.271,2,3,-382.917,36.24023
3443.271,2,5,-106,-132
3443.271,2,4,-494,-364
3443.271,2,10,-436,-281
3443.271,2,14,-339,-12
3443.271,2,16,-47,-86
3443.271,2,17,-231.1484,-40.46729
3443.271,2,15,-493,17
3443.271,2,19,-482,-17
3443.271,2,22,-394.8428,98.16602
3443.271,0,-1,-521.7,-319.3
3443.288,1,1,-501,5
3443.288,1,2,-385,46
3443.288,1,4,-421.6157,64.98315
3443.288,1,5,-501,13
3443.288,1,6,-482,-13
3443.288,1,7,-505,-156.7573
3443.288,1,9,-86,-122
3443.288,1,10,-272.0225,-20.80225
3443.288,1,8,-481,-25
3443.288,1,22,-354,-25
3443.288,1,15,-436,-194
3443.288,2,1,156,0
3443.288,2,3,-383.2202,35.76855
3443.288,2,5,-106,-132
3443.288,2,4,-494,-364
3443.288,2,10,-436,-281
3443.288,2,14,-339,-12
3443.288,2,16,-47,-86
3443.288,2,17,-231.418,-40.18091
3443.288,2,15,-493,17
3443.288,2,19,-482,-17
3443.288,2,22,-395.0112,97.55957
3443.288,0,-1,-521.7,-319.3
3443.305,1,1,-501,5
3443.305,1,2,-385,46
3443.305,1,4,-421.8516,64.73047
3443.305,1,5,-501,13
3443.305,1,6,-482,-13
3443.305,1,7,-505,-156.1172
3443.305,1,9,-86,-122
3443.305,1,10,-272.3594,-20.83594
3443.305,1,8,-481,-25
3443.305,1,22,-354,-25
3443.305,1,15,-436,-194
3443.305,2,1,156,0
3443.305,2,3,-383.5234,35.29688
3443.305,2,5,-106,-132
3443.305,2,4,-494,-364
3443.305,2,10,-436,-281
3443.305,2,14,-339,-12
3443.305,2,16,-47,-86
3443.305,2,17,-231.6875,-39.89453
3443.305,2,15,-493,17
3443.305,2,19,-482,-17
3443.305,2,22,-395.1797,96.95313
3443.305,0,-1,-521.7,-319.3
3443.323,1,1,-501,5
3443.323,1,2,-385,46
3443.323,1,4,-422.0942,64.47046
3443.323,1,5,-501,13
3443.323,1,6,-482,-13
3443.323,1,7,-505,-155.4585
3443.323,1,9,-86,-122
3443.323,1,10,-272.7061,-20.87061
3443.323,1,8,-481,-25
3443.323,1,22,-354,-25
3443.323,1,15,-436,-194
3443.323,2,1,156,0
3443.323,2,3,-383.8354,34.81152
3443.323,2,5,-106,-132
3443.323,2,4,-494,-364
3443.323,2,10,-436,-281
3443.323,2,14,-339,-12
3443.323,2,16,-47,-86
3443.323,2,17,-231.9648,-39.59985
3443.323,2,15,-493,17
3443.323,2,19,-482,-17
3443.323,2,22,-395.353,96.3291
3443.323,0,-1,-521.7,-319.3
3443.339,1,1,-501,5
3443.339,1,2,-385,46
3443.339,1,4,-422.3267,64.22144
3443.339,1,5,-501,13
3443.339,1,6,-482,-13
3443.339,1,7,-505,-154.8276
3443.339,1,9,-86,-122
3443.339,1,10,-273.0381,-20.90381
3443.339,1,8,-481,-25
3443.339,1,22,-354,-25
3443.339,1,15,-436,-194
3443.339,2,1,156,0
3443.339,2,3,-384.1343,34.34668
3443.339,2,5,-106,-132
3443.339,2,4,-494,-364
3443.339,2,10,-436,-281
3443.339,2,14,-339,-12
3443.339,2,16,-47,-86
3443.339,2,17,-232.2305,-39.31763
3443.339,2,15,-493,17
3443.339,2,19,-482,-17
3443.339,2,22,-395.519,95.73145
3443.339,0,-1,-521.7,-319.3
3443.356,1,1,-501,5
3443.356,1,2,-385,46
3443.356,1,4,-422.5591,63.97241
3443.356,1,5,-501,13
3443.356,1,6,-482,-13
3443.356,1,7,-505,-154.1968
3443.356,1,9,-86,-122
3443.356,1,10,-273.3701,-20.93701
3443.356,1,8,-481,-25
3443.356,1,22,-354,-25
3443.356,1,15,-436,-194
3443.356,2,1,156,0
3443.356,2,3,-384.4331,33.88184
3443.356,2,5,-106,-132
3443.356,2,4,-494,-364
3443.356,2,10,-436,-281
3443.356,2,14,-339,-12
3443.356,2,16,-47,-86
3443.356,2,17,-232.4961,-39.0354
3443.356,2,15,-493,17
3443.356,2,19,-482,-17
3443.356,2,22,-395.6851,95.13379
3443.356,0,-1,-521.7,-319.3
3443.373,1,1,-501,5
3443.373,1,2,-385,46
3443.373,1,4,-422.7949,63.71973
3443.373,1,5,-501,13
3443.373,1,6,-482,-13
3443.373,1,7,-505,-153.5566
3443.373,1,9,-86,-122
3443.373,1,10,-273.707,-20.9707
3443.373,1,8,-481,-25
3443.373,1,22,-354,-25
3443.373,1,15,-436,-194
3443.373,2,1,156,0
3443.373,2,3,-384.7363,33.41016
3443.373,2,5,-106,-132
3443.373,2,4,-494,-364
3443.373,2,10,-436,-281
3443.373,2,14,-339,-12
3443.373,2,16,-47,-86
3443.373,2,17,-232.7656,-38.74902
3443.373,2,15,-493,17
3443.373,2,19,-482,-17
3443.373,2,22,-395.8535,94.52734
3443.373,0,-1,-521.7,-319.3
3443.389,1,1,-501,5
3443.389,1,2,-385,46
3443.389,1,4,-423.0273,63.4707
3443.389,1,5,-501,13
3443.389,1,6,-482,-13
3443.389,1,7,-505,-152.9258
3443.389,1,9,-86,-122
3443.389,1,10,-274.0391,-21.00391
3443.389,1,8,-481,-25
3443.389,1,22,-354,-25
3443.389,1,15,-436,-194
3443.389,2,1,156,0
3443.389,2,3,-385.0352,32.94531
3443.389,2,5,-106,-132
3443.389,2,4,-494,-364
3443.389,2,10,-436,-281
3443.389,2,14,-339,-12
3443.389,2,16,-47,-86
3443.389,2,17,-233.0313,-38.4668
3443.389,2,15,-493,17
3443.389,2,19,-482,-17
3443.389,2,22,-396.0195,93.92969
3443.389,0,-1,-521.7,-319.3
3443.406,1,1,-501,5
3443.406,1,2,-385,46
3443.406,1,4,-423.27,63.21069
3443.406,1,5,-501,13
3443.406,1,6,-482,-13
3443.406,1,7,-505,-152.2671
3443.406,1,9,-86,-122
3443.406,1,10,-274.3857,-21.03857
3443.406,1,8,-481,-25
3443.406,1,22,-354,-25
3443.406,1,15,-436,-194
3443.406,2,1,156,0
3443.406,2,3,-385.3472,32.45996
3443.406,2,5,-106,-132
3443.406,2,4,-494,-364
3443.406,2,10,-436,-281
3443.406,2,14,-339,-12
3443.406,2,16,-47,-86
3443.406,2,17,-233.3086,-38.17212
3443.406,2,15,-493,17
3443.406,2,19,-482,-17
3443.406,2,22,-396.1929,93.30566
3443.406,0,-1,-521.7,-319.3
3443.423,1,1,-501,5
3443.423,1,2,-385,46
3443.423,1,4,-423.5059,62.95801
3443.423,1,5,-501,13
3443.423,1,6,-482,-13
3443.423,1,7,-505,-151.627
3443.423,1,9,-86,-122
3443.423,1,10,-274.7227,-21.07227
3443.423,1,8,-481,-25
3443.423,1,22,-354,-25
3443.423,1,15,-436,-194
3443.423,2,1,156,0
3443.423,2,3,-385.6504,31.98828
3443.423,2,5,-106,-132
3443.423,2,4,-494,-364
3443.423,2,10,-436,-281
3443.423,2,14,-339,-12
3443.423,2,16,-47,-86
3443.423,2,17,-233.5781,-37.88574
3443.423,2,15,-493,17
3443.423,2,19,-482,-17
3443.423,2,22,-396.3613,92.69922
3443.423,0,-1,-521.7,-319.3
3443.44,1,1,-501,5
3443.44,1,2,-385,46
3443.44,1,4,-423.7417,62.70532
3443.44,1,5,-501,13
3443.44,1,6,-482,-13
3443.44,1,7,-505,-150.9868
3443.44,1,9,-86,-122
3443.44,1,10,-275.0596,-21.10596
3443.44,1,8,-481,-25
3443.44,1,22,-354,-25
3443.44,1,15,-436,-194
3443.44,2,1,156,0
3443.44,2,3,-385.9536,31.5166
3443.44,2,5,-106,-132
3443.44,2,4,-494,-364
3443.44,2,10,-436,-281
3443.44,2,14,-339,-12
3443.44,2,16,-47,-86
3443.44,2,17,-233.8477,-37.59937
3443.44,2,15,-493,17
3443.44,2,19,-482,-17
3443.44,2,22,-396.5298,92.09277
3443.44,0,-1,-521.7,-319.3
3443.458,1,1,-501,5
3443.458,1,2,-385,46
3443.458,1,4,-423.9844,62.44531
3443.458,1,5,-501,13
3443.458,1,6,-482,-13
3443.458,1,7,-505,-150.3281
3443.458,1,9,-86,-122
3443.458,1,10,-275.4063,-21.14063
3443.458,1,8,-481,-25
3443.458,1,22,-354,-25
3443.458,1,15,-436,-194
3443.458,2,1,156,0
3443.458,2,3,-386.2656,31.03125
3443.458,2,5,-106,-132
3443.458,2,4,-494,-364
3443.458,2,10,-436,-281
3443.458,2,14,-339,-12
3443.458,2,16,-47,-86
3443.458,2,17,-234.125,-37.30469
3443.458,2,15,-493,17
3443.458,2,19,-482,-17
3443.458,2,22,-396.7031,91.46875
3443.458,0,-1,-521.7,-319.3
3443.476,1,1,-501,5
3443.476,1,2,-385,46
3443.476,1,4,-424.2441,62.16699
3443.476,1,5,-501,13
3443.476,1,6,-482,-13
3443.476,1,7,-505,-149.623
3443.476,1,9,-86,-122
3443.476,1,10,-275.7773,-21.17773
3443.476,1,8,-481,-25
3443.476,1,22,-354,-25
3443.476,1,15,-436,-194
3443.476,2,1,156,0
3443.476,2,3,-386.5996,30.51172
3443.476,2,5,-106,-132
3443.476,2,4,-494,-364
3443.476,2,10,-436,-281
3443.476,2,14,-339,-12
3443.476,2,16,-47,-86
3443.476,2,17,-234.4219,-36.98926
3443.476,2,15,-493,17
3443.476,2,19,-482,-17
3443.476,2,22,-396.8887,90.80078
3443.476,0,-1,-521.7,-319.3
3443.493,1,1,-501,5
3443.493,1,2,-385,46
3443.493,1,4,-424.4766,61.91797
3443.493,1,5,-501,13
3443.493,1,6,-482,-13
3443.493,1,7,-505,-148.9922
3443.493,1,9,-86,-122
3443.493,1,10,-276.1094,-21.21094
3443.493,1,8,-481,-25
3443.493,1,22,-354,-25
3443.493,1,15,-436,-194
3443.493,2,1,156,0
3443.493,2,3,-386.8984,30.04688
3443.493,2,5,-106,-132
3443.493,2,4,-494,-364
3443.493,2,10,-436,-281
3443.493,2,14,-339,-12
3443.493,2,16,-47,-86
3443.493,2,17,-234.6875,-36.70703
3443.493,2,15,-493,17
3443.493,2,19,-482,-17
3443.493,2,22,-397.0547,90.20313
3443.493,0,-1,-521.7,-319.3
3443.51,1,1,-501,5
3443.51,1,2,-385,46
3443.51,1,4,-424.7124,61.66528
3443.51,1,5,-501,13
3443.51,1,6,-482,-13
3443.51,1,7,-505,-148.3521
3443.51,1,9,-86,-122
3443.51,1,10,-276.4463,-21.24463
3443.51,1,8,-481,-25
3443.51,1,22,-354,-25
3443.51,1,15,-436,-194
3443.51,2,1,156,0
3443.51,2,3,-387.2017,29.5752
3443.51,2,5,-106,-132
3443.51,2,4,-494,-364
3443.51,2,10,-436,-281
3443.51,2,14,-339,-12
3443.51,2,16,-47,-86
3443.51,2,17,-234.957,-36.42065
3443.51,2,15,-493,17
3443.51,2,19,-482,-17
3443.51,2,22,-397.2231,89.59668
3443.51,0,-1,-521.7,-319.3
3443.526,1,1,-501,5
3443.526,1,2,-385,46
3443.526,1,4,-424.9482,61.4126
3443.526,1,5,-501,13
3443.526,1,6,-482,-13
3443.526,1,7,-505,-147.7119
3443.526,1,9,-86,-122
3443.526,1,10,-276.7832,-21.27832
3443.526,1,8,-481,-25
3443.526,1,22,-354,-25
3443.526,1,15,-436,-194
3443.526,2,1,156,0
3443.526,2,3,-387.5049,29.10352
3443.526,2,5,-106,-132
3443.526,2,4,-494,-364
3443.526,2,10,-436,-281
3443.526,2,14,-339,-12
3443.526,2,16,-47,-86
3443.526,2,17,-235.2266,-36.13428
3443.526,2,15,-493,17
3443.526,2,19,-482,-17
3443.526,2,22,-397.3916,88.99023
3443.526,0,-1,-521.7,-319.3
3443.543,1,1,-501,5
3443.543,1,2,-385,46
3443.543,1,4,-425.1807,61.16357
3443.543,1,5,-501,13
3443.543,1,6,-482,-13
3443.543,1,7,-505,-147.0811
3443.543,1,9,-86,-122
3443.543,1,10,-277.1152,-21.31152
3443.543,1,8,-481,-25
3443.543,1,22,-354,-25
3443.543,1,15,-436,-194
3443.543,2,1,156,0
3443.543,2,3,-387.8037,28.63867
3443.543,2,5,-106,-132
3443.543,2,4,-494,-364
3443.543,2,10,-436,-281
3443.543,2,14,-339,-12
3443.543,2,16,-47,-86
3443.543,2,17,-235.4922,-35.85205
3443.543,2,15,-493,17
3443.543,2,19,-482,-17
3443.543,2,22,-397.5576,88.39258
3443.543,0,-1,-521.7,-319.3
3443.56,1,1,-501,5
3443.56,1,2,-385,46
3443.56,1,4,-425.4165,60.91089
3443.56,1,5,-501,13
3443.56,1,6,-482,-13
3443.56,1,7,-505,-146.4409
3443.56,1,9,-86,-122
3443.56,1,10,-277.4521,-21.34521
3443.56,1,8,-481,-25
3443.56,1,22,-354,-25
3443.56,1,15,-436,-194
3443.56,2,1,156,0
3443.56,2,3,-388.1069,28.16699
3443.56,2,5,-106,-132
3443.56,2,4,-494,-364
3443.56,2,10,-436,-281
3443.56,2,14,-339,-12
3443.56,2,16,-47,-86
3443.56,2,17,-235.7617,-35.56567
3443.56,2,15,-493,17
3443.56,2,19,-482,-17
3443.56,2,22,-397.7261,87.78613
3443.56,0,-1,-521.7,-319.3
3443.576,1,1,-501,5
3443.576,1,2,-385,46
3443.576,1,4,-425.6489,60.66187
3443.576,1,5,-501,13
3443.576,1,6,-482,-13
3443.576,1,7,-505,-145.8101
3443.576,1,9,-86,-122
3443.576,1,10,-277.7842,-21.37842
3443.576,1,8,-481,-25
3443.576,1,22,-354,-25
3443.576,1,15,-436,-194
3443.576,2,1,156,0
3443.576,2,3,-388.4058,27.70215
3443.576,2,5,-106,-132
3443.576,2,4,-494,-364
3443.576,2,10,-436,-281
3443.576,2,14,-339,-12
3443.576,2,16,-47,-86
3443.576,2,17,-236.0273,-35.28345
3443.576,2,15,-493,17
3443.576,2,19,-482,-17
3443.576,2,22,-397.8921,87.18848
3443.576,0,-1,-521.7,-319.3
3443.593,1,1,-501,5
3443.593,1,2,-385,46
3443.593,1,4,-425.8813,60.41284
3443.593,1,5,-501,13
3443.593,1,6,-482,-13
3443.593,1,7,-505,-145.1792
3443.593,1,9,-86,-122
3443.593,1,10,-278.1162,-21.41162
3443.593,1,8,-481,-25
3443.593,1,22,-354,-25
3443.593,1,15,-436,-194
3443.593,2,1,156,0
3443.593,2,3,-388.7046,27.2373
3443.593,2,5,-106,-132
3443.593,2,4,-494,-364
3443.593,2,10,-436,-281
3443.593,2,14,-339,-12
3443.593,2,16,-47,-86
3443.593,2,17,-236.293,-35.00122
3443.593,2,15,-493,17
3443.593,2,19,-482,-17
3443.593,2,22,-398.0581,86.59082
3443.593,0,-1,-521.7,-319.3
3443.61,1,1,-501,5
3443.61,1,2,-385,46
3443.61,1,4,-426.1172,60.16016
3443.61,1,5,-501,13
3443.61,1,6,-482,-13
3443.61,1,7,-505,-144.5391
3443.61,1,9,-86,-122
3443.61,1,10,-278.4531,-21.44531
3443.61,1,8,-481,-25
3443.61,1,22,-354,-25
3443.61,1,15,-436,-194
3443.61,2,1,156,0
3443.61,2,3,-389.0078,26.76563
3443.61,2,5,-106,-132
3443.61,2,4,-494,-364
3443.61,2,10,-436,-281
3443.61,2,14,-339,-12
3443.61,2,16,-47,-86
3443.61,2,17,-236.5625,-34.71484
3443.61,2,15,-493,17
3443.61,2,19,-482,-17
3443.61,2,22,-398.2266,85.98438
3443.61,0,-1,-521.7,-319.3
3443.626,1,1,-501,5
3443.626,1,2,-385,46
3443.626,1,4,-426.3496,59.91113
3443.626,1,5,-501,13
3443.626,1,6,-482,-13
3443.626,1,7,-505,-143.9082
3443.626,1,9,-86,-122
3443.626,1,10,-278.7852,-21.47852
3443.626,1,8,-481,-25
3443.626,1,22,-354,-25
3443.626,1,15,-436,-194
3443.626,2,1,156,0
3443.626,2,3,-389.3066,26.30078
3443.626,2,5,-106,-132
3443.626,2,4,-494,-364
3443.626,2,10,-436,-281
3443.626,2,14,-339,-12
3443.626,2,16,-47,-86
3443.626,2,17,-236.8281,-34.43262
3443.626,2,15,-493,17
3443.626,2,19,-482,-17
3443.626,2,22,-398.3926,85.38672
3443.626,0,-1,-521.7,-319.3
3443.643,1,1,-501,5
3443.643,1,2,-385,46
3443.643,1,4,-426.5854,59.65845
3443.643,1,5,-501,13
3443.643,1,6,-482,-13
3443.643,1,7,-505,-143.2681
3443.643,1,9,-86,-122
3443.643,1,10,-279.1221,-21.51221
3443.643,1,8,-481,-25
3443.643,1,22,-354,-25
3443.643,1,15,-436,-194
3443.643,2,1,156,0
3443.643,2,3,-389.6099,25.8291
3443.643,2,5,-106,-132
3443.643,2,4,-494,-364
3443.643,2,10,-436,-281
3443.643,2,14,-339,-12
3443.643,2,16,-47,-86
3443.643,2,17,-237.0977,-34.14624
3443.643,2,15,-493,17
3443.643,2,19,-482,-17
3443.643,2,22,-398.561,84.78027
3443.643,0,-1,-521.7,-319.3
3443.66,1,1,-501,5
3443.66,1,2,-385,46
3443.66,1,4,-426.8179,59.40942
3443.66,1,5,-501,13
3443.66,1,6,-482,-13
3443.66,1,7,-505,-142.6372
3443.66,1,9,-86,-122
3443.66,1,10,-279.4541,-21.54541
3443.66,1,8,-481,-25
3443.66,1,22,-354,-25
3443.66,1,15,-436,-194
3443.66,2,1,156,0
3443.66,2,3,-389.9087,25.36426
3443.66,2,5,-106,-132
3443.66,2,4,-494,-364
3443.66,2,10,-436,-281
3443.66,2,14,-339,-12
3443.66,2,16,-47,-86
3443.66,2,17,-237.3633,-33.86401
3443.66,2,15,-493,17
3443.66,2,19,-482,-17
3443.66,2,22,-398.7271,84.18262
3443.66,0,-1,-521.7,-319.3
3443.677,1,1,-501,5
3443.677,1,2,-385,46
3443.677,1,4,-427.0537,59.15674
3443.677,1,5,-501,13
3443.677,1,6,-482,-13
3443.677,1,7,-505,-141.9971
3443.677,1,9,-86,-122
3443.677,1,10,-279.791,-21.5791
3443.677,1,8,-481,-25
3443.677,1,22,-354,-25
3443.677,1,15,-436,-194
3443.677,2,1,156,0
3443.677,2,3,-390.2119,24.89258
3443.677,2,5,-106,-132
3443.677,2,4,-494,-364
3443.677,2,10,-436,-281
3443.677,2,14,-339,-12
3443.677,2,16,-47,-86
3443.677,2,17,-237.6328,-33.57764
3443.677,2,15,-493,17
3443.677,2,19,-482,-17
3443.677,2,22,-398.8955,83.57617
3443.677,0,-1,-521.7,-319.3
3443.693,1,1,-501,5
3443.693,1,2,-385,46
3443.693,1,4,-427.2861,58.90771
3443.693,1,5,-501,13
3443.693,1,6,-482,-13
3443.693,1,7,-505,-141.3662
3443.693,1,9,-86,-122
3443.693,1,10,-280.123,-21.6123
3443.693,1,8,-481,-25
3443.693,1,22,-354,-25
