Time,Side,Number,X,Y
6602.478,1,1,-503.2484,88.38232
6602.478,1,2,-398.8655,72.67851
6602.478,1,4,-403.1406,157.6496
6602.478,1,5,-485.1364,61.73623
6602.478,1,6,-473.1902,103.8838
6602.478,1,7,-493.9422,-37.98067
6602.478,1,9,-55.99998,-75
6602.478,1,10,-206.2239,83.3586
6602.478,1,8,-455.455,43.46894
6602.478,1,22,-347.9406,24.12061
6602.478,1,15,-397,-118
6602.478,2,1,156,68
6602.478,2,3,-384.3739,80.55859
6602.478,2,5,-118,-60
6602.478,2,4,-515.2054,-269.8467
6602.478,2,10,-405,-210
6602.478,2,14,-318.9384,17.96289
6602.478,2,16,-75.99999,17
6602.478,2,17,-166,68
6602.478,2,15,-461.5551,110.5679
6602.478,2,19,-445.1777,92.54932
6602.478,2,22,-398.4169,171.5679
6602.478,0,-1,-512.6672,-221.7462
6602.518,1,1,-502.3388,86.85567
6602.518,1,2,-401.4659,69.59672
6602.518,1,4,-405.8321,153.897
6602.518,1,5,-485.5122,59.66535
6602.518,1,6,-473.5837,99.2168
6602.518,1,7,-493.262,-37.31305
6602.518,1,9,-55.99998,-75
6602.518,1,10,-207.2899,82.48531
6602.518,1,8,-457.2585,43.62399
6602.518,1,22,-349.574,27.4666
6602.518,1,15,-397,-118
6602.518,2,1,156,68
6602.518,2,3,-387.1425,76.44531
6602.518,2,5,-118,-60
6602.518,2,4,-514.6122,-269.1348
6602.518,2,10,-405,-210
6602.518,2,14,-321.2324,21.91797
6602.518,2,16,-75.99999,17
6602.518,2,17,-166,68
6602.518,2,15,-462.0692,105.4658
6602.518,2,19,-447.5507,89.4248
6602.518,2,22,-400.869,166.4658
6602.518,0,-1,-511.0199,-209.4032
6602.542,1,1,-501.7773,85.91328
6602.542,1,2,-403.0712,67.69437
6602.542,1,4,-407.4934,151.5806
6602.542,1,5,-485.7441,58.38703
6602.542,1,6,-473.8267,96.33594
6602.542,1,7,-492.842,-36.90094
6602.542,1,9,-55.99998,-75
6602.542,1,10,-207.9478,81.94625
6602.542,1,8,-458.3718,43.71969
6602.542,1,22,-350.5823,29.53203
6602.542,1,15,-397,-118
6602.542,2,1,156,68
6602.542,2,3,-388.8515,73.90625
6602.542,2,5,-118,-60
6602.542,2,4,-514.246,-268.6953
6602.542,2,10,-405,-210
6602.542,2,14,-322.6484,24.35938
6602.542,2,16,-75.99999,17
6602.542,2,17,-166,68
6602.542,2,15,-462.3866,102.3164
6602.542,2,19,-449.0156,87.49609
6602.542,2,22,-402.3827,163.3164
6602.542,0,-1,-510.0033,-201.7841
6602.559,1,1,-501.3954,85.27246
6602.559,1,2,-404.1628,66.40078
6602.559,1,4,-408.6232,150.0055
6602.559,1,5,-485.9018,57.51777
6602.559,1,6,-473.9918,94.37695
6602.559,1,7,-492.5565,-36.6207
6602.559,1,9,-55.99998,-75
6602.559,1,10,-208.3952,81.57969
6602.559,1,8,-459.1289,43.78477
6602.559,1,22,-351.268,30.93652
6602.559,1,15,-397,-118
6602.559,2,1,156,68
6602.559,2,3,-390.0136,72.17969
6602.559,2,5,-118,-60
6602.559,2,4,-513.9969,-268.3965
6602.559,2,10,-405,-210
6602.559,2,14,-323.6113,26.01953
6602.559,2,16,-75.99999,17
6602.559,2,17,-166,68
6602.559,2,15,-462.6024,100.1748
6602.559,2,19,-450.0117,86.18457
6602.559,2,22,-403.412,161.1748
6602.559,0,-1,-509.3117,-196.603
6602.575,1,1,-501.0136,84.63164
6602.575,1,2,-405.2543,65.10719
6602.575,1,4,-409.7529,148.4303
6602.575,1,5,-486.0595,56.64851
6602.575,1,6,-474.157,92.41797
6602.575,1,7,-492.271,-36.34047
6602.575,1,9,-55.99998,-75
6602.575,1,10,-208.8426,81.21313
6602.575,1,8,-459.8859,43.84984
6602.575,1,22,-351.9536,32.34101
6602.575,1,15,-397,-118
6602.575,2,1,156,68
6602.575,2,3,-391.1757,70.45313
6602.575,2,5,-118,-60
6602.575,2,4,-513.7479,-268.0977
6602.575,2,10,-405,-210
6602.575,2,14,-324.5741,27.67969
6602.575,2,16,-75.99999,17
6602.575,2,17,-166,68
6602.575,2,15,-462.8182,98.0332
6602.575,2,19,-451.0077,84.87305
6602.575,2,22,-404.4413,159.0332
6602.575,0,-1,-508.6202,-191.422
6602.592,1,1,-500.6205,83.97197
6602.592,1,2,-406.378,63.77555
6602.592,1,4,-410.9159,146.8088
6602.592,1,5,-486.2219,55.75369
6602.592,1,6,-474.3271,90.40137
6602.592,1,7,-491.977,-36.05199
6602.592,1,9,-55.99998,-75
6602.592,1,10,-209.3032,80.83578
6602.592,1,8,-460.6652,43.91684
6602.592,1,22,-352.6594,33.78682
6602.592,1,15,-397,-118
6602.592,2,1,156,68
6602.592,2,3,-392.372,68.67578
6602.592,2,5,-118,-60
6602.592,2,4,-513.4915,-267.79
6602.592,2,10,-405,-210
6602.592,2,14,-325.5654,29.38867
6602.592,2,16,-75.99999,17
6602.592,2,17,-166,68
6602.592,2,15,-463.0404,95.82861
6602.592,2,19,-452.0331,83.52295
6602.592,2,22,-405.5009,156.8286
6602.592,0,-1,-507.9085,-186.0886
6602.609,1,1,-500.2274,83.3123
6602.609,1,2,-407.5016,62.4439
6602.609,1,4,-412.0789,145.1873
6602.609,1,5,-486.3842,54.85887
6602.609,1,6,-474.4971,88.38477
6602.609,1,7,-491.6831,-35.76352
6602.609,1,9,-55.99998,-75
6602.609,1,10,-209.7638,80.45844
6602.609,1,8,-461.4445,43.98383
6602.609,1,22,-353.3653,35.23262
6602.609,1,15,-397,-118
6602.609,2,1,156,68
6602.609,2,3,-393.5683,66.89844
6602.609,2,5,-118,-60
6602.609,2,4,-513.2352,-267.4824
6602.609,2,10,-405,-210
6602.609,2,14,-326.5566,31.09766
6602.609,2,16,-75.99999,17
6602.609,2,17,-166,68
6602.609,2,15,-463.2626,93.62402
6602.609,2,19,-453.0585,82.17285
6602.609,2,22,-406.5605,154.624
6602.609,0,-1,-507.1966,-180.7552
6602.626,1,1,-499.8456,82.67149
6602.626,1,2,-408.5932,61.15031
6602.626,1,4,-413.2086,143.6122
6602.626,1,5,-486.5419,53.98961
6602.626,1,6,-474.6623,86.42578
6602.626,1,7,-491.3975,-35.48328
6602.626,1,9,-55.99998,-75
6602.626,1,10,-210.2112,80.09187
6602.626,1,8,-462.2015,44.0489
6602.626,1,22,-354.0509,36.63711
6602.626,1,15,-397,-118
6602.626,2,1,156,68
6602.626,2,3,-394.7304,65.17188
6602.626,2,5,-118,-60
6602.626,2,4,-512.9863,-267.1836
6602.626,2,10,-405,-210
6602.626,2,14,-327.5194,32.75781
6602.626,2,16,-75.99999,17
6602.626,2,17,-166,68
6602.626,2,15,-463.4784,91.48242
6602.626,2,19,-454.0546,80.86133
6602.626,2,22,-407.5898,152.4824
6602.626,0,-1,-506.5053,-175.5742
6602.643,1,1,-499.4638,82.03066
6602.643,1,2,-409.6847,59.85672
6602.643,1,4,-414.3383,142.037
6602.643,1,5,-486.6996,53.12035
6602.643,1,6,-474.8275,84.4668
6602.643,1,7,-491.112,-35.20305
6602.643,1,9,-55.99998,-75
6602.643,1,10,-210.6586,79.72531
6602.643,1,8,-462.9586,44.11398
6602.643,1,22,-354.7365,38.0416
6602.643,1,15,-397,-118
6602.643,2,1,156,68
6602.643,2,3,-395.8925,63.44531
6602.643,2,5,-118,-60
6602.643,2,4,-512.7372,-266.8848
6602.643,2,10,-405,-210
6602.643,2,14,-328.4823,34.41797
6602.643,2,16,-75.99999,17
6602.643,2,17,-166,68
6602.643,2,15,-463.6942,89.34082
6602.643,2,19,-455.0507,79.5498
6602.643,2,22,-408.6191,150.3408
6602.643,0,-1,-505.8138,-170.3932
6602.659,1,1,-499.0819,81.38985
6602.659,1,2,-410.7763,58.56313
6602.659,1,4,-415.4681,140.4619
6602.659,1,5,-486.8574,52.25109
6602.659,1,6,-474.9927,82.50781
6602.659,1,7,-490.8264,-34.92281
6602.659,1,9,-55.99998,-75
6602.659,1,10,-211.106,79.35875
6602.659,1,8,-463.7156,44.17906
6602.659,1,22,-355.4222,39.44609
6602.659,1,15,-397,-118
6602.659,2,1,156,68
6602.659,2,3,-397.0546,61.71875
6602.659,2,5,-118,-60
6602.659,2,4,-512.4882,-266.5859
6602.659,2,10,-405,-210
6602.659,2,14,-329.4453,36.07813
6602.659,2,16,-75.99999,17
6602.659,2,17,-166,68
6602.659,2,15,-463.9101,87.19922
6602.659,2,19,-456.0468,78.23828
6602.659,2,22,-409.6484,148.1992
6602.659,0,-1,-505.1223,-165.2122
6602.676,1,1,-498.6889,80.73018
6602.676,1,2,-411.8999,57.23148
6602.676,1,4,-416.631,138.8404
6602.676,1,5,-487.0197,51.35627
6602.676,1,6,-475.1627,80.49121
6602.676,1,7,-490.5325,-34.63434
6602.676,1,9,-55.99998,-75
6602.676,1,10,-211.5666,78.98141
6602.676,1,8,-464.4949,44.24606
6602.676,1,22,-356.128,40.8919
6602.676,1,15,-397,-118
6602.676,2,1,156,68
6602.676,2,3,-398.2509,59.94141
6602.676,2,5,-118,-60
6602.676,2,4,-512.2318,-266.2783
6602.676,2,10,-405,-210
6602.676,2,14,-330.4365,37.78711
6602.676,2,16,-75.99999,17
6602.676,2,17,-166,68
6602.676,2,15,-464.1323,84.99463
6602.676,2,19,-457.0722,76.88818
6602.676,2,22,-410.7079,145.9946
6602.676,0,-1,-504.4106,-159.8788
6602.693,1,1,-498.307,80.08936
6602.693,1,2,-412.9915,55.93789
6602.693,1,4,-417.7608,137.2652
6602.693,1,5,-487.1775,50.48701
6602.693,1,6,-475.3279,78.53223
6602.693,1,7,-490.247,-34.3541
6602.693,1,9,-55.99998,-75
6602.693,1,10,-212.014,78.61485
6602.693,1,8,-465.2519,44.31113
6602.693,1,22,-356.8136,42.29639
6602.693,1,15,-397,-118
6602.693,2,1,156,68
6602.693,2,3,-399.413,58.21484
6602.693,2,5,-118,-60
6602.693,2,4,-511.9828,-265.9795
6602.693,2,10,-405,-210
6602.693,2,14,-331.3994,39.44727
6602.693,2,16,-75.99999,17
6602.693,2,17,-166,68
6602.693,2,15,-464.3481,82.85303
6602.693,2,19,-458.0682,75.57666
6602.693,2,22,-411.7372,143.853
6602.693,0,-1,-503.719,-154.6978
6602.709,1,1,-497.9252,79.44853
6602.709,1,2,-414.083,54.6443
6602.709,1,4,-418.8905,135.6901
6602.709,1,5,-487.3352,49.61775
6602.709,1,6,-475.4931,76.57324
6602.709,1,7,-489.9614,-34.07388
6602.709,1,9,-55.99998,-75
6602.709,1,10,-212.4614,78.24828
6602.709,1,8,-466.0089,44.37621
6602.709,1,22,-357.4993,43.70088
6602.709,1,15,-397,-118
6602.709,2,1,156,68
6602.709,2,3,-400.5751,56.48828
6602.709,2,5,-118,-60
6602.709,2,4,-511.7338,-265.6807
6602.709,2,10,-405,-210
6602.709,2,14,-332.3622,41.10742
6602.709,2,16,-75.99999,17
6602.709,2,17,-166,68
6602.709,2,15,-464.5638,80.71143
6602.709,2,19,-459.0644,74.26514
6602.709,2,22,-412.7665,141.7114
6602.709,0,-1,-503.0275,-149.5168
6602.726,1,1,-497.5434,78.80772
6602.726,1,2,-415.1746,53.3507
6602.726,1,4,-420.0202,134.1149
6602.726,1,5,-487.4929,48.7485
6602.726,1,6,-475.6583,74.61426
6602.726,1,7,-489.6759,-33.79363
6602.726,1,9,-55.99998,-75
6602.726,1,10,-212.9088,77.88172
6602.726,1,8,-466.766,44.44129
6602.726,1,22,-358.1849,45.10537
6602.726,1,15,-397,-118
6602.726,2,1,156,68
6602.726,2,3,-401.7372,54.76172
6602.726,2,5,-118,-60
6602.726,2,4,-511.4847,-265.3818
6602.726,2,10,-405,-210
6602.726,2,14,-333.3252,42.76758
6602.726,2,16,-75.99999,17
6602.726,2,17,-166,68
6602.726,2,15,-464.7797,78.56982
6602.726,2,19,-460.0605,72.95361
6602.726,2,22,-413.7958,139.5698
6602.726,0,-1,-502.3362,-144.3357
6602.743,1,1,-497.1503,78.14805
6602.743,1,2,-416.2982,52.01906
6602.743,1,4,-421.1832,132.4934
6602.743,1,5,-487.6552,47.85367
6602.743,1,6,-475.8283,72.59766
6602.743,1,7,-489.382,-33.50516
6602.743,1,9,-55.99998,-75
6602.743,1,10,-213.3694,77.50437
6602.743,1,8,-467.5453,44.50828
6602.743,1,22,-358.8907,46.55117
6602.743,1,15,-397,-118
6602.743,2,1,156,68
6602.743,2,3,-402.9335,52.98438
6602.743,2,5,-118,-60
6602.743,2,4,-511.2284,-265.0742
6602.743,2,10,-405,-210
6602.743,2,14,-334.3163,44.47656
6602.743,2,16,-75.99999,17
6602.743,2,17,-166,68
6602.743,2,15,-465.0019,76.36523
6602.743,2,19,-461.0859,71.60352
6602.743,2,22,-414.8554,137.3652
6602.743,0,-1,-501.6243,-139.0023
6602.76,1,1,-496.7572,77.48838
6602.76,1,2,-417.4219,50.68742
6602.76,1,4,-422.3462,130.8719
6602.76,1,5,-487.8176,46.95885
6602.76,1,6,-475.9984,70.58105
6602.76,1,7,-489.088,-33.21669
6602.76,1,9,-55.99998,-75
6602.76,1,10,-213.83,77.12703
6602.76,1,8,-468.3245,44.57527
6602.76,1,22,-359.5966,47.99697
6602.76,1,15,-397,-118
6602.76,2,1,156,68
6602.76,2,3,-404.1298,51.20703
6602.76,2,5,-118,-60
6602.76,2,4,-510.972,-264.7666
6602.76,2,10,-405,-210
6602.76,2,14,-335.3076,46.18555
6602.76,2,16,-75.99999,17
6602.76,2,17,-166,68
6602.76,2,15,-465.224,74.16064
6602.76,2,19,-462.1113,70.25342
6602.76,2,22,-415.9149,135.1606
6602.76,0,-1,-500.9125,-133.6689
6602.777,1,1,-496.3754,76.84756
6602.777,1,2,-418.5135,49.39383
6602.777,1,4,-423.4759,129.2968
6602.777,1,5,-487.9753,46.08959
6602.777,1,6,-476.1636,68.62207
6602.777,1,7,-488.8024,-32.93645
6602.777,1,9,-55.99998,-75
6602.777,1,10,-214.2774,76.76047
6602.777,1,8,-469.0816,44.64035
6602.777,1,22,-360.2822,49.40146
6602.777,1,15,-397,-118
6602.777,2,1,156,68
6602.777,2,3,-405.2919,49.48047
6602.777,2,5,-118,-60
6602.777,2,4,-510.723,-264.4678
6602.777,2,10,-405,-210
6602.777,2,14,-336.2704,47.8457
6602.777,2,16,-75.99999,17
6602.777,2,17,-166,68
6602.777,2,15,-465.4399,72.01904
6602.777,2,19,-463.1073,68.94189
6602.777,2,22,-416.9442,133.019
6602.777,0,-1,-500.2211,-128.4879
6602.794,1,1,-495.9824,76.18789
6602.794,1,2,-419.6371,48.06219
6602.794,1,4,-424.6389,127.6753
6602.794,1,5,-488.1377,45.19477
6602.794,1,6,-476.3336,66.60547
6602.794,1,7,-488.5085,-32.64796
6602.794,1,9,-55.99998,-75
6602.794,1,10,-214.7379,76.38313
6602.794,1,8,-469.8609,44.70734
6602.794,1,22,-360.988,50.84726
6602.794,1,15,-397,-118
6602.794,2,1,156,68
6602.794,2,3,-406.4882,47.70313
6602.794,2,5,-118,-60
6602.794,2,4,-510.4666,-264.1602
6602.794,2,10,-405,-210
6602.794,2,14,-337.2616,49.55469
6602.794,2,16,-75.99999,17
6602.794,2,17,-166,68
6602.794,2,15,-465.662,69.81445
6602.794,2,19,-464.1327,67.5918
6602.794,2,22,-418.0038,130.8145
6602.794,0,-1,-499.5093,-123.1545
6602.811,1,1,-495.6005,75.54707
6602.811,1,2,-420.7287,46.76859
6602.811,1,4,-425.7686,126.1002
6602.811,1,5,-488.2954,44.32551
6602.811,1,6,-476.4988,64.64648
6602.811,1,7,-488.2229,-32.36774
6602.811,1,9,-55.99998,-75
6602.811,1,10,-215.1854,76.01656
6602.811,1,8,-470.6179,44.77242
6602.811,1,22,-361.6736,52.25176
6602.811,1,15,-397,-118
6602.811,2,1,156,68
6602.811,2,3,-407.6503,45.97656
6602.811,2,5,-118,-60
6602.811,2,4,-510.2177,-263.8613
6602.811,2,10,-405,-210
6602.811,2,14,-338.2245,51.21484
6602.811,2,16,-75.99999,17
6602.811,2,17,-166,68
6602.811,2,15,-465.8778,67.67285
6602.811,2,19,-465.1288,66.28027
6602.811,2,22,-419.0331,128.6729
6602.811,0,-1,-498.8178,-117.9735
6602.827,1,1,-495.2187,74.90625
6602.827,1,2,-421.8202,45.475
6602.827,1,4,-426.8983,124.525
6602.827,1,5,-488.4531,43.45625
6602.827,1,6,-476.664,62.6875
6602.827,1,7,-487.9374,-32.0875
6602.827,1,9,-55.99998,-75
6602.827,1,10,-215.6328,75.65
6602.827,1,8,-471.375,44.8375
6602.827,1,22,-362.3593,53.65625
6602.827,1,15,-397,-118
6602.827,2,1,156,68
6602.827,2,3,-408.8124,44.25
6602.827,2,5,-118,-60
6602.827,2,4,-509.9686,-263.5625
6602.827,2,10,-405,-210
6602.827,2,14,-339.1874,52.875
6602.827,2,16,-75.99999,17
6602.827,2,17,-166,68
6602.827,2,15,-466.0936,65.53125
6602.827,2,19,-466.1249,64.96875
6602.827,2,22,-420.0624,126.5313
6602.827,0,-1,-498.1265,-112.7925
6602.844,1,1,-494.8369,74.26543
6602.844,1,2,-422.9118,44.18141
6602.844,1,4,-428.0281,122.9498
6602.844,1,5,-488.6108,42.58699
6602.844,1,6,-476.8292,60.72852
6602.844,1,7,-487.6519,-31.80727
6602.844,1,9,-55.99998,-75
6602.844,1,10,-216.0802,75.28344
6602.844,1,8,-472.132,44.90258
6602.844,1,22,-363.045,55.06074
6602.844,1,15,-397,-118
6602.844,2,1,156,68
6602.844,2,3,-409.9745,42.52344
6602.844,2,5,-118,-60
6602.844,2,4,-509.7196,-263.2637
6602.844,2,10,-405,-210
6602.844,2,14,-340.1503,54.53516
6602.844,2,16,-75.99999,17
6602.844,2,17,-166,68
6602.844,2,15,-466.3095,63.38965
6602.844,2,19,-467.1211,63.65723
6602.844,2,22,-421.0917,124.3896
6602.844,0,-1,-497.435,-107.6115
6602.861,1,1,-494.4438,73.60577
6602.861,1,2,-424.0355,42.84977
6602.861,1,4,-429.1911,121.3284
6602.861,1,5,-488.7731,41.69217
6602.861,1,6,-476.9992,58.71191
6602.861,1,7,-487.3579,-31.51879
6602.861,1,9,-55.99998,-75
6602.861,1,10,-216.5408,74.90609
6602.861,1,8,-472.9113,44.96957
6602.861,1,22,-363.7508,56.50654
6602.861,1,15,-397,-118
6602.861,2,1,156,68
6602.861,2,3,-411.1708,40.74609
6602.861,2,5,-118,-60
6602.861,2,4,-509.4633,-262.9561
6602.861,2,10,-405,-210
6602.861,2,14,-341.1415,56.24414
6602.861,2,16,-75.99999,17
6602.861,2,17,-166,68
6602.861,2,15,-466.5316,61.18506
6602.861,2,19,-468.1465,62.30713
6602.861,2,22,-422.1513,122.1851
6602.861,0,-1,-496.7233,-102.2781
6602.878,1,1,-494.0507,72.9461
6602.878,1,2,-425.1591,41.51813
6602.878,1,4,-430.354,119.7069
6602.878,1,5,-488.9355,40.79734
6602.878,1,6,-477.1692,56.69531
6602.878,1,7,-487.064,-31.23032
6602.878,1,9,-55.99998,-75
6602.878,1,10,-217.0013,74.52875
6602.878,1,8,-473.6906,45.03656
6602.878,1,22,-364.4566,57.95234
6602.878,1,15,-397,-118
6602.878,2,1,156,68
6602.878,2,3,-412.3671,38.96875
6602.878,2,5,-118,-60
6602.878,2,4,-509.2069,-262.6484
6602.878,2,10,-405,-210
6602.878,2,14,-342.1328,57.95313
6602.878,2,16,-75.99999,17
6602.878,2,17,-166,68
6602.878,2,15,-466.7538,58.98047
6602.878,2,19,-469.1718,60.95703
6602.878,2,22,-423.2108,119.9805
6602.878,0,-1,-496.0114,-96.94467
6602.895,1,1,-493.6577,72.28643
6602.895,1,2,-426.2828,40.18649
6602.895,1,4,-431.517,118.0854
6602.895,1,5,-489.0979,39.90252
6602.895,1,6,-477.3393,54.67871
6602.895,1,7,-486.77,-30.94183
6602.895,1,9,-55.99998,-75
6602.895,1,10,-217.4619,74.15141
6602.895,1,8,-474.4699,45.10355
6602.895,1,22,-365.1624,59.39814
6602.895,1,15,-397,-118
6602.895,2,1,156,68
6602.895,2,3,-413.5634,37.19141
6602.895,2,5,-118,-60
6602.895,2,4,-508.9506,-262.3408
6602.895,2,10,-405,-210
6602.895,2,14,-343.124,59.66211
6602.895,2,16,-75.99999,17
6602.895,2,17,-166,68
6602.895,2,15,-466.976,56.77588
6602.895,2,19,-470.1972,59.60693
6602.895,2,22,-424.2704,117.7759
6602.895,0,-1,-495.2996,-91.61128
6602.912,1,1,-493.2758,71.64561
6602.912,1,2,-427.3744,38.89289
6602.912,1,4,-432.6468,116.5102
6602.912,1,5,-489.2556,39.03326
6602.912,1,6,-477.5045,52.71973
6602.912,1,7,-486.4845,-30.66161
6602.912,1,9,-55.99998,-75
6602.912,1,10,-217.9093,73.78484
6602.912,1,8,-475.2269,45.16863
6602.912,1,22,-365.848,60.80264
6602.912,1,15,-397,-118
6602.912,2,1,156,68
6602.912,2,3,-414.7255,35.46484
6602.912,2,5,-118,-60
6602.912,2,4,-508.7015,-262.042
6602.912,2,10,-405,-210
6602.912,2,14,-344.0869,61.32227
6602.912,2,16,-75.99999,17
6602.912,2,17,-166,68
6602.912,2,15,-467.1919,54.63428
6602.912,2,19,-471.1932,58.29541
6602.912,2,22,-425.2997,115.6343
6602.912,0,-1,-494.6081,-86.43027
6602.928,1,1,-492.894,71.00478
6602.928,1,2,-428.4659,37.5993
6602.928,1,4,-433.7765,114.9351
6602.928,1,5,-489.4133,38.16401
6602.928,1,6,-477.6696,50.76074
6602.928,1,7,-486.1989,-30.38137
6602.928,1,9,-55.99998,-75
6602.928,1,10,-218.3567,73.41828
6602.928,1,8,-475.984,45.23371
6602.928,1,22,-366.5337,62.20713
6602.928,1,15,-397,-118
6602.928,2,1,156,68
6602.928,2,3,-415.8876,33.73828
6602.928,2,5,-118,-60
6602.928,2,4,-508.4525,-261.7432
6602.928,2,10,-405,-210
6602.928,2,14,-345.0497,62.98242
6602.928,2,16,-75.99999,17
6602.928,2,17,-166,68
6602.928,2,15,-467.4077,52.49268
6602.928,2,19,-472.1894,56.98389
6602.928,2,22,-426.329,113.4927
6602.928,0,-1,-493.9165,-81.24925
6602.945,1,1,-492.5009,70.34512
6602.945,1,2,-429.5896,36.26766
6602.945,1,4,-434.9394,113.3136
6602.945,1,5,-489.5756,37.26918
6602.945,1,6,-477.8398,48.74414
6602.945,1,7,-485.905,-30.0929
6602.945,1,9,-55.99998,-75
6602.945,1,10,-218.8173,73.04094
6602.945,1,8,-476.7632,45.3007
6602.945,1,22,-367.2395,63.65293
6602.945,1,15,-397,-118
6602.945,2,1,156,68
6602.945,2,3,-417.0839,31.96094
6602.945,2,5,-118,-60
6602.945,2,4,-508.1962,-261.4355
6602.945,2,10,-405,-210
6602.945,2,14,-346.041,64.69141
6602.945,2,16,-75.99999,17
6602.945,2,17,-166,68
6602.945,2,15,-467.6299,50.28809
6602.945,2,19,-473.2148,55.63379
6602.945,2,22,-427.3886,111.2881
6602.945,0,-1,-493.2048,-75.91586
6602.962,1,1,-492.119,69.7043
6602.962,1,2,-430.6811,34.97406
6602.962,1,4,-436.0692,111.7384
6602.962,1,5,-489.7333,36.39992
6602.962,1,6,-478.0049,46.78516
6602.962,1,7,-485.6194,-29.81266
6602.962,1,9,-55.99998,-75
6602.962,1,10,-219.2647,72.67438
6602.962,1,8,-477.5203,45.36578
6602.962,1,22,-367.9251,65.05742
6602.962,1,15,-397,-118
6602.962,2,1,156,68
6602.962,2,3,-418.246,30.23438
6602.962,2,5,-118,-60
6602.962,2,4,-507.9472,-261.1367
6602.962,2,10,-405,-210
6602.962,2,14,-347.0038,66.35156
6602.962,2,16,-75.99999,17
6602.962,2,17,-166,68
6602.962,2,15,-467.8456,48.14648
6602.962,2,19,-474.2109,54.32227
6602.962,2,22,-428.4179,109.1465
6602.962,0,-1,-492.5133,-70.73483
6602.979,1,1,-491.7372,69.06348
6602.979,1,2,-431.7727,33.68047
6602.979,1,4,-437.1989,110.1633
6602.979,1,5,-489.891,35.53066
6602.979,1,6,-478.1701,44.82617
6602.979,1,7,-485.3339,-29.53242
6602.979,1,9,-55.99998,-75
6602.979,1,10,-219.7121,72.30781
6602.979,1,8,-478.2773,45.43086
6602.979,1,22,-368.6108,66.46191
6602.979,1,15,-397,-118
6602.979,2,1,156,68
6602.979,2,3,-419.4081,28.50781
6602.979,2,5,-118,-60
6602.979,2,4,-507.6981,-260.8379
6602.979,2,10,-405,-210
6602.979,2,14,-347.9668,68.01172
6602.979,2,16,-75.99999,17
6602.979,2,17,-166,68
6602.979,2,15,-468.0615,46.00488
6602.979,2,19,-475.2069,53.01074
6602.979,2,22,-429.4472,107.0049
6602.979,0,-1,-491.822,-65.55383
6602.996,1,1,-491.3441,68.40381
6602.996,1,2,-432.8963,32.34883
6602.996,1,4,-438.3619,108.5418
6602.996,1,5,-490.0534,34.63584
6602.996,1,6,-478.3402,42.80957
6602.996,1,7,-485.0399,-29.24395
6602.996,1,9,-55.99998,-75
6602.996,1,10,-220.1727,71.93047
6602.996,1,8,-479.0566,45.49785
6602.996,1,22,-369.3166,67.90771
6602.996,1,15,-397,-118
6602.996,2,1,156,68
6602.996,2,3,-420.6044,26.73047
6602.996,2,5,-118,-60
6602.996,2,4,-507.4418,-260.5303
6602.996,2,10,-405,-210
6602.996,2,14,-348.9579,69.7207
6602.996,2,16,-75.99999,17
6602.996,2,17,-166,68
6602.996,2,15,-468.2836,43.80029
6602.996,2,19,-476.2323,51.66064
6602.996,2,22,-430.5067,104.8003
6602.996,0,-1,-491.1101,-60.22041
6603.013,1,1,-490.9511,67.74414
6603.013,1,2,-434.02,31.01719
6603.013,1,4,-439.5248,106.9203
6603.013,1,5,-490.2158,33.74102
6603.013,1,6,-478.5102,40.79297
6603.013,1,7,-484.746,-28.95547
6603.013,1,9,-55.99998,-75
6603.013,1,10,-220.6333,71.55312
6603.013,1,8,-479.8359,45.56484
6603.013,1,22,-370.0224,69.35352
6603.013,1,15,-397,-118
6603.013,2,1,156,68
6603.013,2,3,-421.8008,24.95313
6603.013,2,5,-118,-60
6603.013,2,4,-507.1854,-260.2227
6603.013,2,10,-405,-210
6603.013,2,14,-349.9492,71.42969
6603.013,2,16,-75.99999,17
6603.013,2,17,-166,68
6603.013,2,15,-468.5058,41.5957
6603.013,2,19,-477.2577,50.31055
6603.013,2,22,-431.5663,102.5957
6603.013,0,-1,-490.3984,-54.88702
6603.03,1,1,-490.558,67.08447
6603.03,1,2,-435.1436,29.68555
6603.03,1,4,-440.6878,105.2988
6603.03,1,5,-490.3781,32.84619
6603.03,1,6,-478.6802,38.77637
6603.03,1,7,-484.4521,-28.66699
6603.03,1,9,-55.99998,-75
6603.03,1,10,-221.0939,71.17578
6603.03,1,8,-480.6151,45.63184
6603.03,1,22,-370.7282,70.79932
6603.03,1,15,-397,-118
6603.03,2,1,156,68
6603.03,2,3,-422.997,23.17578
6603.03,2,5,-118,-60
6603.03,2,4,-506.9291,-259.915
6603.03,2,10,-405,-210
6603.03,2,14,-350.9404,73.13867
6603.03,2,16,-75.99999,17
6603.03,2,17,-166,68
6603.03,2,15,-468.728,39.39111
6603.03,2,19,-478.2831,48.96045
6603.03,2,22,-432.6259,100.3911
6603.03,0,-1,-489.6867,-49.55362
6603.046,1,1,-490.1762,66.44366
6603.046,1,2,-436.2352,28.39195
6603.046,1,4,-441.8175,103.7237
6603.046,1,5,-490.5358,31.97693
6603.046,1,6,-478.8454,36.81738
6603.046,1,7,-484.1665,-28.38676
6603.046,1,9,-55.99998,-75
6603.046,1,10,-221.5413,70.80922
6603.046,1,8,-481.3722,45.69691
6603.046,1,22,-371.4139,72.2038
6603.046,1,15,-397,-118
6603.046,2,1,156,68
6603.046,2,3,-424.1591,21.44922
6603.046,2,5,-118,-60
